timestamp,tdis_tot,ener_tot,reward
2026-01-28T14:54:35.095222,0,0.009732250069050326,-0.009732250069050326
2026-01-28T14:54:35.163324,0.03331433697409144,0.009814353569244094,-0.043128690543335534
2026-01-28T14:54:35.239928,0.14722103582026497,0.01961419570931114,-0.1668352315295761
2026-01-28T14:54:35.309590,0.17167312666617723,0.029656611373383348,-0.20132973803956059
2026-01-28T14:54:35.375425,0.17167312666617723,0.029740959661695328,-0.20141408632787255
2026-01-28T14:54:35.451711,0.17167312666617723,0.03981067954995585,-0.21148380621613308
2026-01-28T14:54:35.521592,0.17167312666617723,0.050101781929079436,-0.22177490859525667
2026-01-28T14:54:35.586974,0.17167312666617723,0.06050524573982496,-0.2321783724060022
2026-01-28T14:54:35.652714,0.17167312666617723,0.06059236556406858,-0.2322654922302458
2026-01-28T14:54:35.711663,0.17167312666617723,0.06059236556406858,-0.2322654922302458
2026-01-28T14:54:35.773115,0.17167312666617723,0.06059236556406858,-0.2322654922302458
2026-01-28T14:54:35.845441,0.17167312666617723,0.07077065051676129,-0.24244377718293852
2026-01-28T14:54:35.909983,0.17167312666617723,0.08107366319623581,-0.25274678986241306
2026-01-28T14:54:35.971038,0.17167312666617723,0.09143725702434365,-0.26311038369052087
2026-01-28T14:54:36.032428,0.17167312666617723,0.09152381023087887,-0.2631969368970561
2026-01-28T14:54:36.098676,0.17167312666617723,0.09152381023087887,-0.2631969368970561
2026-01-28T14:54:36.167778,0.17167312666617723,0.09699749066320251,-0.26867061732937975
2026-01-28T14:54:36.225273,0.17167312666617723,0.09704352208587248,-0.2687166487520497
2026-01-28T14:54:36.297199,0.17167312666617723,0.10700314239982286,-0.27867626906600007
2026-01-28T14:54:36.361593,0.17167312666617723,0.11716798372389624,-0.2888411103900735
2026-01-28T14:54:36.422285,0.17167312666617723,0.12741932922471463,-0.29909245589089184
2026-01-28T14:54:36.485049,0.17167312666617723,0.12750504717822725,-0.2991781738444045
2026-01-28T14:54:36.565891,0.17167312666617723,0.13763003578863392,-0.30930316245481115
2026-01-28T14:54:36.642027,0.17167312666617723,0.14793975372096446,-0.3196128803871417
2026-01-28T14:54:36.697794,0.17167312666617723,0.15833887608236766,-0.3300120027485449
2026-01-28T14:54:36.754738,0.17167312666617723,0.15842581733870031,-0.33009894400487755
